Document,Word,WordDifficultyScore,WordDifficulty
Academic Articles,conductance,0.79,hard
Academic Articles,dynamic,0.62,hard
Academic Articles,data,0.13,easy
Academic Articles,sampling,0.67,hard
Academic Articles,large,0.0,easy
Academic Articles,often,0.0,easy
Academic Articles,sampling,0.67,hard
Academic Articles,undesirable,0.76,hard
Academic Articles,global,0.65,hard
Academic Articles,effect,0.0,easy
Academic Articles,electrodynamics,0.84,hard
Academic Articles,auroral,0.77,hard
Academic Articles,ground,0.01,easy
Academic Articles,although,0.0,easy
Academic Articles,viability,0.81,hard
Academic Articles,assessed,0.76,hard
Academic Articles,figure,0.02,easy
Academic Articles,air,0.0,easy
Academic Articles,force,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,assimilative,0.8,hard
Academic Articles,photospheric,0.82,hard
Academic Articles,flux,0.46,easy
Academic Articles,transport,0.22,easy
Academic Articles,adapt,0.7,hard
Academic Articles,bound,0.14,easy
Academic Articles,ary,0.76,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,orbit,0.63,hard
Academic Articles,blue,0.02,easy
Academic Articles,green,0.02,easy
Academic Articles,different,0.0,easy
Academic Articles,model,0.15,easy
Academic Articles,black,0.0,easy
Academic Articles,actual,0.21,easy
Academic Articles,observation,0.37,easy
Academic Articles,source,0.05,easy
Academic Articles,eric,0.68,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,prediction,0.75,hard
Academic Articles,center,0.03,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,modeling,0.73,hard
Academic Articles,validation,0.79,hard
Academic Articles,data,0.13,easy
Academic Articles,science,0.04,easy
Academic Articles,spoke,0.41,easy
Academic Articles,evaluate,0.73,hard
Academic Articles,new,0.0,easy
Academic Articles,generating,0.8,hard
Academic Articles,ensemble,0.61,hard
Academic Articles,reflecting,0.72,hard
Academic Articles,input,0.25,easy
Academic Articles,model,0.15,easy
Academic Articles,boundary,0.69,hard
Academic Articles,dynamic,0.62,hard
Academic Articles,widely,0.57,hard
Academic Articles,climate,0.62,hard
Academic Articles,saw,0.0,easy
Academic Articles,use,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,however,0.0,easy
Academic Articles,require,0.3,easy
Academic Articles,new,0.0,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,running,0.0,easy
Academic Articles,ensemble,0.61,hard
Academic Articles,control,0.0,easy
Academic Articles,force,0.0,easy
Academic Articles,satellite,0.65,hard
Academic Articles,drag,0.09,easy
Academic Articles,model,0.15,easy
Academic Articles,density,0.69,hard
Academic Articles,coming,0.01,easy
Academic Articles,satellite,0.65,hard
Academic Articles,absolute,0.48,easy
Academic Articles,model,0.15,easy
Academic Articles,operational,0.71,hard
Academic Articles,need,0.0,easy
Academic Articles,day,0.0,easy
Academic Articles,climatological,0.86,hard
Academic Articles,classic,0.1,easy
Academic Articles,ensemble,0.61,hard
Academic Articles,use,0.0,easy
Academic Articles,simpler,0.73,hard
Academic Articles,physic,0.74,hard
Academic Articles,simplified,0.77,hard
Academic Articles,internal,0.45,easy
Academic Articles,dynamic,0.62,hard
Academic Articles,suffice,0.7,hard
Academic Articles,operational,0.71,hard
Academic Articles,forecast,0.57,hard
Academic Articles,need,0.0,easy
Academic Articles,made,0.0,easy
Academic Articles,point,0.0,easy
Academic Articles,need,0.0,easy
Academic Articles,educate,0.73,hard
Academic Articles,inform,0.69,hard
Academic Articles,decision,0.07,easy
Academic Articles,making,0.0,easy
Academic Articles,providing,0.6,hard
Academic Articles,helpful,0.66,hard
Academic Articles,targeted,0.78,hard
Academic Articles,might,0.0,easy
Academic Articles,increase,0.01,easy
Academic Articles,use,0.0,easy
Academic Articles,terrestrial,0.73,hard
Academic Articles,weather,0.14,easy
Academic Articles,climate,0.62,hard
Academic Articles,forecasting,0.77,hard
Academic Articles,identify,0.55,hard
Academic Articles,group,0.0,easy
Academic Articles,support,0.0,easy
Academic Articles,system,0.0,easy
Academic Articles,help,0.0,easy
Academic Articles,supply,0.24,easy
Academic Articles,particular,0.06,easy
Academic Articles,discussion,0.2,easy
Academic Articles,discussion,0.2,easy
Academic Articles,period,0.01,easy
Academic Articles,single,0.01,easy
Academic Articles,ensemble,0.61,hard
Academic Articles,best,0.0,easy
Academic Articles,rare,0.36,easy
Academic Articles,model,0.15,easy
Academic Articles,best,0.0,easy
Academic Articles,combining,0.73,hard
Academic Articles,multiple,0.19,easy
Academic Articles,ensure,0.67,hard
Academic Articles,better,0.0,easy
Academic Articles,added,0.03,easy
Academic Articles,often,0.0,easy
Academic Articles,better,0.0,easy
Academic Articles,outperform,0.79,hard
Academic Articles,single,0.01,easy
Academic Articles,best,0.0,easy
Academic Articles,request,0.13,easy
Academic Articles,chang,0.74,hard
Academic Articles,ing,0.71,hard
Academic Articles,something,0.0,easy
Academic Articles,used,0.0,easy
Academic Articles,collective,0.63,hard
Academic Articles,providing,0.6,hard
Academic Articles,probabilistic,0.79,hard
Academic Articles,ensemble,0.61,hard
Academic Articles,output,0.42,easy
Academic Articles,distribution,0.22,easy
Academic Articles,collective,0.63,hard
Academic Articles,system,0.0,easy
Academic Articles,ensemble,0.61,hard
Academic Articles,welling,0.75,hard
Academic Articles,distributed,0.71,hard
Academic Articles,provide,0.04,easy
Academic Articles,large,0.0,easy
Academic Articles,impact,0.24,easy
Academic Articles,process,0.01,easy
Academic Articles,zoom,0.62,hard
Academic Articles,chat,0.04,easy
Academic Articles,versus,0.69,hard
Academic Articles,perturbed,0.76,hard
Academic Articles,physic,0.74,hard
Academic Articles,empirical,0.75,hard
Academic Articles,statistical,0.78,hard
Academic Articles,model,0.15,easy
Academic Articles,point,0.0,easy
Academic Articles,made,0.0,easy
Academic Articles,preferred,0.59,hard
Academic Articles,model,0.15,easy
Academic Articles,different,0.0,easy
Academic Articles,despite,0.07,easy
Academic Articles,performance,0.0,easy
Academic Articles,bring,0.01,easy
Academic Articles,useful,0.52,easy
Academic Articles,information,0.03,easy
Academic Articles,outperform,0.79,hard
Academic Articles,even,0.0,easy
Academic Articles,best,0.0,easy
Academic Articles,single,0.01,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,operational,0.71,hard
Academic Articles,perspective,0.62,hard
Academic Articles,single,0.01,easy
Academic Articles,rarely,0.47,easy
Academic Articles,perform,0.47,easy
Academic Articles,well,0.0,easy
Academic Articles,provide,0.04,easy
Academic Articles,information,0.03,easy
Academic Articles,variance,0.65,hard
Academic Articles,across,0.0,easy
Academic Articles,always,0.0,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,ensemble,0.61,hard
Academic Articles,model,0.15,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,small,0.0,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,component,0.65,hard
Academic Articles,bring,0.01,easy
Academic Articles,appreciable,0.8,hard
Academic Articles,gain,0.12,easy
Academic Articles,zoom,0.62,hard
Academic Articles,chat,0.04,easy
Academic Articles,ground,0.01,easy
Academic Articles,several,0.0,easy
Academic Articles,inherent,0.67,hard
Academic Articles,observational,0.82,hard
Academic Articles,fact,0.0,easy
Academic Articles,easier,0.56,hard
Academic Articles,perhaps,0.0,easy
Academic Articles,fruitful,0.73,hard
Academic Articles,research,0.26,easy
Academic Articles,available,0.03,easy
Academic Articles,chat,0.04,easy
Academic Articles,noted,0.39,easy
Academic Articles,weather,0.14,easy
Academic Articles,used,0.0,easy
Academic Articles,forcing,0.71,hard
Academic Articles,lower,0.14,easy
Academic Articles,weather,0.14,easy
Academic Articles,capture,0.43,easy
Academic Articles,ensemble,0.61,hard
Academic Articles,generation,0.3,easy
Academic Articles,driving,0.17,easy
Academic Articles,lower,0.14,easy
Academic Articles,lower,0.14,easy
Academic Articles,atmosphere,0.28,easy
Academic Articles,lower,0.14,easy
Academic Articles,wind,0.05,easy
Academic Articles,meteor,0.75,hard
Academic Articles,tested,0.61,hard
Academic Articles,yet,0.0,easy
Academic Articles,effective,0.08,easy
Academic Articles,data,0.13,easy
Academic Articles,model,0.15,easy
Academic Articles,curation,0.8,hard
Academic Articles,another,0.0,easy
Academic Articles,panel,0.37,easy
Academic Articles,model,0.15,easy
Academic Articles,curation,0.8,hard
Academic Articles,member,0.12,easy
Academic Articles,coster,0.76,hard
Academic Articles,panel,0.37,easy
Academic Articles,six,0.02,easy
Academic Articles,university,0.52,easy
Academic Articles,corporation,0.59,hard
Academic Articles,atmospheric,0.78,hard
Academic Articles,research,0.26,easy
Academic Articles,jack,0.1,easy
Academic Articles,rob,0.55,hard
Academic Articles,masha,0.76,hard
Academic Articles,community,0.1,easy
Academic Articles,modeling,0.73,hard
Academic Articles,center,0.03,easy
Academic Articles,alec,0.7,hard
Academic Articles,federal,0.36,easy
Academic Articles,following,0.03,easy
Academic Articles,panela,0.78,hard
Academic Articles,data,0.13,easy
Academic Articles,curation,0.8,hard
Academic Articles,effort,0.07,easy
Academic Articles,data,0.13,easy
Academic Articles,unavailable,0.74,hard
Academic Articles,proprietary,0.77,hard
Academic Articles,classified,0.72,hard
Academic Articles,next,0.0,easy
Academic Articles,machine,0.06,easy
Academic Articles,learning,0.24,easy
Academic Articles,data,0.13,easy
Academic Articles,curation,0.8,hard
Academic Articles,take,0.0,easy
Academic Articles,black,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,science,0.04,easy
Academic Articles,research,0.26,easy
Academic Articles,unmet,0.78,hard
Academic Articles,data,0.13,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,community,0.1,easy
Academic Articles,data,0.13,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,file,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,standard,0.12,easy
Academic Articles,record,0.02,easy
Academic Articles,keeping,0.33,easy
Academic Articles,end,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,solar,0.73,hard
Academic Articles,space,0.0,easy
Academic Articles,physic,0.74,hard
Academic Articles,data,0.13,easy
Academic Articles,madrigal,0.74,hard
Academic Articles,archival,0.73,hard
Academic Articles,data,0.13,easy
Academic Articles,upper,0.41,easy
Academic Articles,atmospheric,0.78,hard
Academic Articles,science,0.04,easy
Academic Articles,community,0.1,easy
Academic Articles,modeling,0.73,hard
Academic Articles,center,0.03,easy
Academic Articles,space,0.0,easy
Academic Articles,research,0.26,easy
Academic Articles,although,0.0,easy
Academic Articles,provide,0.04,easy
Academic Articles,program,0.0,easy
Academic Articles,black,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,acquisition,0.56,hard
Academic Articles,fair,0.06,easy
Academic Articles,findable,0.78,hard
Academic Articles,accessible,0.68,hard
Academic Articles,data,0.13,easy
Academic Articles,black,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,management,0.37,easy
Academic Articles,plan,0.02,easy
Academic Articles,uniform,0.47,easy
Academic Articles,decadal,0.76,hard
Academic Articles,survey,0.5,easy
Academic Articles,strategy,0.69,hard
Academic Articles,data,0.13,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,research,0.26,easy
Academic Articles,strategy,0.69,hard
Academic Articles,utility,0.58,hard
Academic Articles,usability,0.8,hard
Academic Articles,data,0.13,easy
Academic Articles,community,0.1,easy
Academic Articles,decadal,0.76,hard
Academic Articles,survey,0.5,easy
Academic Articles,curriculum,0.76,hard
Academic Articles,data,0.13,easy
Academic Articles,resource,0.67,hard
Academic Articles,use,0.0,easy
Academic Articles,open,0.0,easy
Academic Articles,access,0.26,easy
Academic Articles,working,0.0,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,modeling,0.73,hard
Academic Articles,validation,0.79,hard
Academic Articles,data,0.13,easy
Academic Articles,science,0.04,easy
Academic Articles,schreiner,0.78,hard
Academic Articles,spoke,0.41,easy
Academic Articles,data,0.13,easy
Academic Articles,curation,0.8,hard
Academic Articles,analytics,0.82,hard
Academic Articles,specifically,0.68,hard
Academic Articles,occultation,0.81,hard
Academic Articles,providing,0.6,hard
Academic Articles,radio,0.22,easy
Academic Articles,occultation,0.81,hard
Academic Articles,data,0.13,easy
Academic Articles,beginning,0.03,easy
Academic Articles,meteorological,0.86,hard
Academic Articles,cosmic,0.7,hard
Academic Articles,constellation,0.79,hard
Academic Articles,observing,0.75,hard
Academic Articles,system,0.0,easy
Academic Articles,meteorology,0.84,hard
Academic Articles,ionosphere,0.76,hard
Academic Articles,climate,0.62,hard
Academic Articles,commercial,0.39,easy
Academic Articles,data,0.13,easy
Academic Articles,global,0.65,hard
Academic Articles,navigation,0.61,hard
Academic Articles,satellite,0.65,hard
Academic Articles,commercial,0.39,easy
Academic Articles,radio,0.22,easy
Academic Articles,occultation,0.81,hard
Academic Articles,data,0.13,easy
Academic Articles,ionosphere,0.76,hard
Academic Articles,foreseeable,0.78,hard
Academic Articles,future,0.0,easy
Academic Articles,cosmic,0.7,hard
Academic Articles,combined,0.55,hard
Academic Articles,commercial,0.39,easy
Academic Articles,provide,0.04,easy
Academic Articles,global,0.65,hard
Academic Articles,latitude,0.73,hard
Academic Articles,however,0.0,easy
Academic Articles,radio,0.22,easy
Academic Articles,occultation,0.81,hard
Academic Articles,data,0.13,easy
Academic Articles,need,0.0,easy
Academic Articles,standard,0.12,easy
Academic Articles,data,0.13,easy
Academic Articles,large,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,complex,0.02,easy
Academic Articles,require,0.3,easy
Academic Articles,sustained,0.67,hard
Academic Articles,data,0.13,easy
Academic Articles,curation,0.8,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,assimilation,0.75,hard
Academic Articles,concerning,0.59,hard
Academic Articles,data,0.13,easy
Academic Articles,need,0.0,easy
Academic Articles,schreiner,0.78,hard
Academic Articles,access,0.26,easy
Academic Articles,cloud,0.15,easy
Academic Articles,enable,0.53,easy
Academic Articles,science,0.04,easy
Academic Articles,assimilative,0.8,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,spoke,0.41,easy
Academic Articles,digital,0.66,hard
Academic Articles,resource,0.67,hard
Academic Articles,library,0.25,easy
Academic Articles,data,0.13,easy
Academic Articles,community,0.1,easy
Academic Articles,research,0.26,easy
Academic Articles,strategy,0.69,hard
Academic Articles,behind,0.0,easy
Academic Articles,four,0.0,easy
Academic Articles,main,0.01,easy
Academic Articles,improve,0.45,easy
Academic Articles,discover,0.37,easy
Academic Articles,support,0.0,easy
Academic Articles,explore,0.63,hard
Academic Articles,enable,0.53,easy
Academic Articles,big,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,together,0.0,easy
Academic Articles,large,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,share,0.0,easy
Academic Articles,publish,0.72,hard
Academic Articles,support,0.0,easy
Academic Articles,collaborative,0.83,hard
Academic Articles,research,0.26,easy
Academic Articles,increasing,0.45,easy
Academic Articles,volume,0.31,easy
Academic Articles,data,0.13,easy
Academic Articles,accelerate,0.78,hard
Academic Articles,set,0.0,easy
Academic Articles,four,0.0,easy
Academic Articles,broad,0.24,easy
Academic Articles,open,0.0,easy
Academic Articles,science,0.04,easy
Academic Articles,lowering,0.74,hard
Academic Articles,current,0.01,easy
Academic Articles,research,0.26,easy
Academic Articles,new,0.0,easy
Academic Articles,cal,0.72,hard
Academic Articles,community,0.1,easy
Academic Articles,need,0.0,easy
Academic Articles,science,0.04,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,four,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,model,0.15,easy
Academic Articles,consortium,0.78,hard
Academic Articles,space,0.0,easy
Academic Articles,physic,0.74,hard
Academic Articles,data,0.13,easy
Academic Articles,facility,0.67,hard
Academic Articles,solar,0.73,hard
Academic Articles,data,0.13,easy
Academic Articles,analysis,0.41,easy
Academic Articles,center,0.03,easy
Academic Articles,various,0.06,easy
Academic Articles,community,0.1,easy
Academic Articles,modeling,0.73,hard
Academic Articles,center,0.03,easy
Academic Articles,center,0.03,easy
Academic Articles,path,0.25,easy
Academic Articles,forward,0.01,easy
Academic Articles,involve,0.51,easy
Academic Articles,internal,0.45,easy
Academic Articles,community,0.1,easy
Academic Articles,inclusion,0.71,hard
Academic Articles,direction,0.01,easy
Academic Articles,use,0.0,easy
Academic Articles,new,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,data,0.13,easy
Academic Articles,space,0.0,easy
Academic Articles,physic,0.74,hard
Academic Articles,archive,0.74,hard
Academic Articles,search,0.0,easy
Academic Articles,extract,0.57,hard
Academic Articles,application,0.16,easy
Academic Articles,interface,0.67,hard
Academic Articles,deep,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,climate,0.62,hard
Academic Articles,observatory,0.82,hard
Academic Articles,data,0.13,easy
Academic Articles,climate,0.62,hard
Academic Articles,data,0.13,easy
Academic Articles,another,0.0,easy
Academic Articles,strategy,0.69,hard
Academic Articles,take,0.0,easy
Academic Articles,among,0.0,easy
Academic Articles,government,0.0,easy
Academic Articles,industry,0.03,easy
Academic Articles,science,0.04,easy
Academic Articles,information,0.03,easy
Academic Articles,unavailable,0.74,hard
Academic Articles,research,0.26,easy
Academic Articles,future,0.0,easy
Academic Articles,example,0.0,easy
Academic Articles,via,0.42,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,mitigation,0.78,hard
Academic Articles,subcommittee,0.79,hard
Academic Articles,data,0.13,easy
Academic Articles,cloud,0.15,easy
Academic Articles,embracing,0.77,hard
Academic Articles,fair,0.06,easy
Academic Articles,policy,0.04,easy
Academic Articles,included,0.35,easy
Academic Articles,tackling,0.78,hard
Academic Articles,modeling,0.73,hard
Academic Articles,prize,0.52,easy
Academic Articles,money,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,use,0.0,easy
Academic Articles,community,0.1,easy
Academic Articles,modeling,0.73,hard
Academic Articles,center,0.03,easy
Academic Articles,role,0.0,easy
Academic Articles,proving,0.74,hard
Academic Articles,ground,0.01,easy
Academic Articles,figure,0.02,easy
Academic Articles,providing,0.6,hard
Academic Articles,example,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,model,0.15,easy
Academic Articles,simulation,0.76,hard
Academic Articles,prod,0.66,hard
Academic Articles,following,0.03,easy
Academic Articles,best,0.0,easy
Academic Articles,implementation,0.79,hard
Academic Articles,improving,0.71,hard
Academic Articles,improving,0.71,hard
Academic Articles,robustness,0.77,hard
Academic Articles,toward,0.01,easy
Academic Articles,plug,0.31,easy
Academic Articles,play,0.0,easy
Academic Articles,pilot,0.4,easy
Academic Articles,code,0.32,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,infrastructure,0.79,hard
Academic Articles,engineering,0.68,hard
Academic Articles,team,0.09,easy
Academic Articles,outside,0.01,easy
Academic Articles,limited,0.19,easy
Academic Articles,research,0.26,easy
Academic Articles,space,0.0,easy
Academic Articles,many,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,curation,0.8,hard
Academic Articles,space,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,domain,0.54,easy
Academic Articles,awareness,0.67,hard
Academic Articles,environmental,0.8,hard
Academic Articles,defense,0.12,easy
Academic Articles,air,0.0,easy
Academic Articles,unified,0.72,hard
Academic Articles,data,0.13,easy
Academic Articles,library,0.25,easy
Academic Articles,positive,0.23,easy
Academic Articles,development,0.01,easy
Academic Articles,earth,0.0,easy
Academic Articles,substantial,0.42,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,specifically,0.68,hard
Academic Articles,community,0.1,easy
Academic Articles,platform,0.38,easy
Academic Articles,big,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,community,0.1,easy
Academic Articles,could,0.0,easy
Academic Articles,learn,0.1,easy
Academic Articles,effort,0.07,easy
Academic Articles,work,0.0,easy
Academic Articles,toward,0.01,easy
Academic Articles,facility,0.67,hard
Academic Articles,discussion,0.2,easy
Academic Articles,zoom,0.62,hard
Academic Articles,chat,0.04,easy
Academic Articles,included,0.35,easy
Academic Articles,significant,0.42,easy
Academic Articles,discussion,0.2,easy
Academic Articles,curation,0.8,hard
Academic Articles,potential,0.24,easy
Academic Articles,world,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,center,0.03,easy
Academic Articles,limited,0.19,easy
Academic Articles,weather,0.14,easy
Academic Articles,data,0.13,easy
Academic Articles,curation,0.8,hard
Academic Articles,cloud,0.15,easy
Academic Articles,storage,0.54,easy
Academic Articles,expressed,0.48,easy
Academic Articles,solution,0.5,easy
Academic Articles,see,0.0,easy
Academic Articles,new,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,environment,0.61,hard
Academic Articles,data,0.13,easy
Academic Articles,research,0.26,easy
Academic Articles,educational,0.69,hard
Academic Articles,weather,0.14,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,community,0.1,easy
Academic Articles,data,0.13,easy
Academic Articles,model,0.15,easy
Academic Articles,simulation,0.76,hard
Academic Articles,repository,0.78,hard
Academic Articles,repository,0.78,hard
Academic Articles,operational,0.71,hard
Academic Articles,proving,0.74,hard
Academic Articles,ground,0.01,easy
Academic Articles,architecture,0.74,hard
Academic Articles,collaborative,0.83,hard
Academic Articles,pipeline,0.7,hard
Academic Articles,figure,0.02,easy
Academic Articles,pipeline,0.7,hard
Academic Articles,operational,0.71,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,prediction,0.75,hard
Academic Articles,center,0.03,easy
Academic Articles,community,0.1,easy
Academic Articles,modeling,0.73,hard
Academic Articles,center,0.03,easy
Academic Articles,source,0.05,easy
Academic Articles,masha,0.76,hard
Academic Articles,community,0.1,easy
Academic Articles,modeling,0.73,hard
Academic Articles,center,0.03,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,modeling,0.73,hard
Academic Articles,validation,0.79,hard
Academic Articles,data,0.13,easy
Academic Articles,science,0.04,easy
Academic Articles,term,0.11,easy
Academic Articles,proposal,0.54,easy
Academic Articles,facility,0.67,hard
Academic Articles,hardware,0.69,hard
Academic Articles,include,0.12,easy
Academic Articles,data,0.13,easy
Academic Articles,archival,0.73,hard
Academic Articles,historical,0.5,easy
Academic Articles,data,0.13,easy
Academic Articles,data,0.13,easy
Academic Articles,expressed,0.48,easy
Academic Articles,quality,0.02,easy
Academic Articles,control,0.0,easy
Academic Articles,longevity,0.74,hard
Academic Articles,reliability,0.85,hard
Academic Articles,user,0.23,easy
Academic Articles,access,0.26,easy
Academic Articles,current,0.01,easy
Academic Articles,radio,0.22,easy
Academic Articles,occultation,0.81,hard
Academic Articles,data,0.13,easy
Academic Articles,made,0.0,easy
Academic Articles,research,0.26,easy
Academic Articles,community,0.1,easy
Academic Articles,delay,0.52,easy
Academic Articles,committee,0.24,easy
Academic Articles,nothing,0.0,easy
Academic Articles,regarding,0.65,hard
Academic Articles,data,0.13,easy
Academic Articles,commenter,0.78,hard
Academic Articles,radio,0.22,easy
Academic Articles,frequency,0.66,hard
Academic Articles,data,0.13,easy
Academic Articles,solar,0.73,hard
Academic Articles,corona,0.67,hard
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,forecast,0.57,hard
Academic Articles,curation,0.8,hard
Academic Articles,continued,0.3,easy
Academic Articles,acquisition,0.56,hard
Academic Articles,workshop,0.7,hard
Academic Articles,support,0.0,easy
Academic Articles,similarly,0.74,hard
Academic Articles,concern,0.26,easy
Academic Articles,data,0.13,easy
Academic Articles,gap,0.57,hard
Academic Articles,defense,0.12,easy
Academic Articles,meteorological,0.86,hard
Academic Articles,satellite,0.65,hard
Academic Articles,program,0.0,easy
Academic Articles,polar,0.64,hard
Academic Articles,operational,0.71,hard
Academic Articles,environmental,0.8,hard
Academic Articles,satellite,0.65,hard
Academic Articles,retired,0.65,hard
Academic Articles,especially,0.02,easy
Academic Articles,affect,0.49,easy
Academic Articles,auroral,0.77,hard
Academic Articles,zone,0.53,easy
Academic Articles,forcing,0.71,hard
Academic Articles,anomaly,0.73,hard
Academic Articles,resolution,0.32,easy
Academic Articles,discussion,0.2,easy
Academic Articles,regarding,0.65,hard
Academic Articles,operational,0.71,hard
Academic Articles,forecasting,0.77,hard
Academic Articles,around,0.0,easy
Academic Articles,national,0.02,easy
Academic Articles,environmental,0.8,hard
Academic Articles,information,0.03,easy
Academic Articles,operational,0.71,hard
Academic Articles,unclear,0.69,hard
Academic Articles,exactly,0.08,easy
Academic Articles,current,0.01,easy
Academic Articles,especially,0.02,easy
Academic Articles,across,0.0,easy
Academic Articles,becomes,0.02,easy
Academic Articles,even,0.0,easy
Academic Articles,problematic,0.77,hard
Academic Articles,considering,0.49,easy
Academic Articles,data,0.13,easy
Academic Articles,international,0.26,easy
Academic Articles,science,0.04,easy
Academic Articles,mission,0.19,easy
Academic Articles,directorate,0.78,hard
Academic Articles,responsible,0.18,easy
Academic Articles,agreement,0.05,easy
Academic Articles,international,0.26,easy
Academic Articles,aspect,0.31,easy
Academic Articles,better,0.0,easy
Academic Articles,sustained,0.67,hard
Academic Articles,data,0.13,easy
Academic Articles,curation,0.8,hard
Academic Articles,support,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,question,0.0,easy
Academic Articles,policy,0.04,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,key,0.0,easy
Academic Articles,session,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,following,0.03,easy
Academic Articles,key,0.0,easy
Academic Articles,bridge,0.06,easy
Academic Articles,major,0.0,easy
Academic Articles,gap,0.57,hard
Academic Articles,solar,0.73,hard
Academic Articles,research,0.26,easy
Academic Articles,research,0.26,easy
Academic Articles,sun,0.09,easy
Academic Articles,high,0.0,easy
Academic Articles,time,0.0,easy
Academic Articles,energy,0.17,easy
Academic Articles,resolution,0.32,easy
Academic Articles,large,0.0,easy
Academic Articles,dynamic,0.62,hard
Academic Articles,range,0.02,easy
Academic Articles,observational,0.82,hard
Academic Articles,phenomenon,0.69,hard
Academic Articles,solution,0.5,easy
