year,month,day,0000,0300,0600,0900,1200,1500,1800,2100,Date_Number
2010,03,25,1,1,0,1,2,2,2,1,20100325
2010,03,26,0,1,1,0,2,0,0,2,20100326
2010,03,27,2,2,0,0,1,1,1,1,20100327
2010,03,28,0,3,2,2,2,2,1,1,20100328
2010,03,29,2,0,1,1,1,2,0,2,20100329
2010,03,30,2,1,0,1,1,1,2,2,20100330
2010,03,31,1,2,0,1,1,1,0,2,20100331
2010,04,01,3,3,2,2,4,3,1,3,20100401
2010,04,02,3,2,3,3,2,2,2,3,20100402
2010,04,03,2,1,1,0,2,3,2,3,20100403
2010,04,04,3,3,4,1,2,2,3,4,20100404
2010,04,05,3,4,4,7,6,5,4,4,20100405
2010,04,06,6,6,4,5,4,5,5,4,20100406
2010,04,07,4,2,4,4,4,3,3,3,20100407
2010,04,08,4,2,2,2,2,1,2,3,20100408
2010,04,09,3,2,1,1,1,1,1,1,20100409
2010,04,10,1,1,0,0,0,1,1,1,20100410
2010,04,11,1,0,1,0,3,3,3,3,20100411
2010,04,12,6,4,3,1,1,3,2,1,20100412
2010,04,13,1,0,1,1,0,1,0,2,20100413
2010,04,14,1,1,0,0,1,1,2,5,20100414
2010,04,15,4,3,1,1,1,1,0,1,20100415
2010,04,16,2,1,0,0,0,1,1,1,20100416
2010,04,17,1,0,0,0,0,0,1,1,20100417
2010,04,18,1,1,0,1,0,1,0,1,20100418
2010,04,19,1,2,2,2,1,1,1,1,20100419
2010,04,20,1,1,1,1,2,1,1,2,20100420
2010,04,21,1,2,2,1,2,2,1,1,20100421
2010,04,22,1,1,1,0,1,2,3,3,20100422
2010,04,23,5,4,2,1,1,1,2,2,20100423
2010,04,24,3,4,0,1,1,1,2,1,20100424
2010,04,25,1,2,0,0,1,1,0,1,20100425
2010,04,26,0,1,1,0,1,0,0,1,20100426
2010,04,27,2,1,0,1,1,2,1,2,20100427
2010,04,28,1,0,1,0,2,1,1,2,20100428
2010,04,29,3,3,0,0,1,1,1,1,20100429
2010,04,30,2,1,1,0,1,1,0,1,20100430
2010,05,01,0,2,0,1,1,2,1,2,20100501
2010,05,02,1,1,2,4,6,6,6,5,20100502
2010,05,03,5,5,4,4,3,3,3,4,20100503
2010,05,04,4,1,3,2,2,3,2,2,20100504
2010,05,05,3,2,2,1,1,2,3,2,20100505
2010,05,06,1,3,3,2,2,2,2,3,20100506
2010,05,07,3,3,2,1,3,1,2,2,20100507
2010,05,08,2,2,2,1,2,2,2,2,20100508
2010,05,09,1,0,0,1,1,1,1,1,20100509
2010,05,10,1,1,0,1,1,2,2,2,20100510
2010,05,11,2,2,2,2,1,3,3,1,20100511
2010,05,12,2,1,1,2,2,1,1,1,20100512
2010,05,13,1,0,1,1,1,1,1,1,20100513
2010,05,14,1,0,0,0,0,2,1,1,20100514
2010,05,15,2,1,0,1,1,1,1,1,20100515
2010,05,16,1,1,0,0,1,1,2,2,20100516
2010,05,17,2,2,1,1,2,1,2,1,20100517
2010,05,18,2,2,2,2,2,1,1,1,20100518
2010,05,19,1,1,1,2,3,3,2,2,20100519
2010,05,20,4,1,2,1,2,2,1,3,20100520
2010,05,21,3,1,2,0,1,1,1,1,20100521
2010,05,22,0,2,1,1,1,1,0,1,20100522
2010,05,23,1,0,0,0,0,1,1,1,20100523
2010,05,24,1,0,0,0,0,1,1,1,20100524
2010,05,25,1,1,1,1,1,1,2,3,20100525
2010,05,26,2,2,1,1,1,1,2,2,20100526
2010,05,27,2,0,0,0,1,1,1,2,20100527
2010,05,28,1,3,2,2,3,2,3,3,20100528
2010,05,29,4,3,5,5,5,4,3,3,20100529
2010,05,30,3,3,4,2,2,4,5,4,20100530
2010,05,31,3,3,4,3,3,3,2,3,20100531
2010,06,01,4,3,2,1,2,2,4,2,20100601
2010,06,02,2,3,0,0,2,2,1,3,20100602
2010,06,03,1,2,2,4,3,1,3,3,20100603
2010,06,04,5,4,2,4,2,2,1,2,20100604
2010,06,05,2,2,2,0,0,1,1,3,20100605
2010,06,06,2,2,1,1,1,2,2,3,20100606
2010,06,07,3,1,0,1,2,2,2,1,20100607
2010,06,08,1,0,1,0,0,1,1,1,20100608
2010,06,09,1,1,1,1,1,2,1,2,20100609
2010,06,10,2,2,1,2,1,1,1,2,20100610
2010,06,11,2,2,1,1,1,1,1,1,20100611
2010,06,12,1,0,0,0,1,1,2,2,20100612
2010,06,13,1,2,2,2,2,2,2,2,20100613
2010,06,14,2,2,1,2,1,1,0,2,20100614
2010,06,15,1,2,2,3,2,3,3,3,20100615
2010,06,16,3,4,3,3,3,3,4,4,20100616
2010,06,17,2,3,3,2,1,2,3,2,20100617
2010,06,18,2,2,1,1,1,1,1,1,20100618
2010,06,19,2,1,0,1,0,1,1,2,20100619
2010,06,20,1,0,0,1,1,1,1,2,20100620
2010,06,21,2,0,3,0,1,1,2,2,20100621
2010,06,22,2,1,1,1,1,2,3,2,20100622
2010,06,23,1,1,1,1,1,1,2,1,20100623
2010,06,24,1,0,0,0,2,2,3,3,20100624
2010,06,25,3,1,1,1,2,2,2,3,20100625
2010,06,26,3,4,3,3,2,3,4,3,20100626
2010,06,27,3,4,3,2,2,2,3,3,20100627
2010,06,28,3,2,2,2,1,2,2,2,20100628
2010,06,29,2,3,2,2,1,1,3,4,20100629
2010,06,30,5,4,4,2,3,3,2,3,20100630
2010,07,01,3,4,2,2,2,3,3,3,20100701
2010,07,02,3,2,3,2,1,2,2,3,20100702
2010,07,03,2,3,0,2,2,2,2,2,20100703
2010,07,04,2,1,1,1,1,1,2,2,20100704
2010,07,05,2,1,1,1,1,1,1,2,20100705
2010,07,06,2,1,1,0,0,1,0,1,20100706
2010,07,07,1,1,0,0,1,1,1,2,20100707
2010,07,08,1,0,0,0,0,1,2,2,20100708
2010,07,09,2,2,2,1,1,1,1,1,20100709
2010,07,10,0,0,0,0,0,1,0,1,20100710
2010,07,11,1,0,0,1,2,2,1,3,20100711
2010,07,12,2,0,0,0,1,2,2,3,20100712
2010,07,13,2,0,0,0,0,2,1,2,20100713
2010,07,14,1,1,1,2,2,1,2,5,20100714
2010,07,15,4,3,1,2,2,2,1,2,20100715
2010,07,16,1,1,1,1,1,1,0,2,20100716
2010,07,17,1,0,0,0,1,1,0,1,20100717
2010,07,18,1,0,0,0,0,1,1,2,20100718
2010,07,19,1,0,0,1,1,2,1,2,20100719
2010,07,20,2,1,2,1,2,1,2,2,20100720
2010,07,21,2,2,0,1,1,2,2,1,20100721
2010,07,22,1,1,1,1,2,1,2,2,20100722
2010,07,23,2,2,2,1,2,2,2,3,20100723
2010,07,24,2,1,1,0,1,1,2,2,20100724
2010,07,25,3,1,1,1,2,1,1,2,20100725
2010,07,26,2,2,1,1,1,2,1,3,20100726
2010,07,27,3,3,4,4,3,3,4,3,20100727
2010,07,28,4,3,3,3,3,2,3,3,20100728
2010,07,29,2,3,2,2,2,1,1,2,20100729
2010,07,30,2,1,1,2,1,2,2,3,20100730
2010,07,31,2,1,1,1,2,2,2,2,20100731
2010,08,01,0,1,1,1,1,1,1,2,20100801
2010,08,02,1,2,1,1,1,2,1,2,20100802
2010,08,03,2,3,2,1,1,2,5,6,20100803
2010,08,04,6,5,3,5,4,4,6,4,20100804
2010,08,05,4,3,0,1,1,2,2,2,20100805
2010,08,06,2,3,2,1,2,1,3,2,20100806
2010,08,07,1,2,1,1,1,1,1,1,20100807
2010,08,08,1,0,0,1,1,1,2,2,20100808
2010,08,09,3,4,2,1,2,2,2,3,20100809
2010,08,10,2,2,2,1,1,1,2,3,20100810
2010,08,11,3,3,3,2,2,1,1,1,20100811
2010,08,12,2,2,1,1,1,0,0,1,20100812
2010,08,13,1,2,0,1,1,1,1,1,20100813
2010,08,14,1,0,0,1,1,1,1,2,20100814
2010,08,15,2,2,0,1,1,1,1,2,20100815
2010,08,16,2,3,1,2,2,2,2,2,20100816
2010,08,17,1,1,1,1,2,1,2,2,20100817
2010,08,18,2,2,1,1,2,1,2,1,20100818
2010,08,19,1,2,1,2,0,1,2,1,20100819
2010,08,20,1,0,0,0,2,2,2,2,20100820
2010,08,21,1,1,0,0,2,1,1,1,20100821
2010,08,22,1,0,0,0,1,2,2,2,20100822
2010,08,23,1,0,0,0,1,2,2,4,20100823
2010,08,24,4,4,3,3,4,3,2,4,20100824
2010,08,25,5,5,2,3,3,2,2,3,20100825
2010,08,26,3,4,3,2,2,2,2,2,20100826
2010,08,27,2,3,3,4,3,3,2,4,20100827
2010,08,28,3,2,3,1,2,1,1,2,20100828
2010,08,29,2,0,1,0,0,0,0,1,20100829
2010,08,30,1,0,0,0,0,0,0,1,20100830
2010,08,31,1,0,0,0,1,0,1,1,20100831
2010,09,01,1,0,0,0,0,2,2,2,20100901
2010,09,02,2,2,2,3,1,2,2,2,20100902
2010,09,03,1,0,0,0,1,2,3,2,20100903
2010,09,04,1,0,0,0,1,1,2,1,20100904
2010,09,05,0,0,0,0,0,1,1,3,20100905
2010,09,06,2,3,1,1,1,1,2,2,20100906
2010,09,07,2,2,1,3,2,3,2,2,20100907
2010,09,08,2,3,0,2,3,3,2,2,20100908
2010,09,09,1,0,0,1,2,2,0,2,20100909
2010,09,10,1,1,0,0,0,0,0,0,20100910
2010,09,11,0,0,0,0,1,0,1,1,20100911
2010,09,12,0,0,0,0,0,0,0,1,20100912
2010,09,13,0,0,0,0,1,2,0,1,20100913
2010,09,14,1,2,3,2,1,2,3,3,20100914
2010,09,15,4,1,2,2,1,1,1,1,20100915
2010,09,16,1,0,1,0,1,3,3,2,20100916
2010,09,17,2,3,3,2,2,2,2,1,20100917
2010,09,18,3,1,1,1,1,1,0,1,20100918
2010,09,19,1,1,0,1,1,1,1,1,20100919
2010,09,20,0,2,0,1,0,1,2,1,20100920
2010,09,21,2,2,2,1,1,1,2,1,20100921
2010,09,22,1,0,0,0,0,0,1,2,20100922
2010,09,23,2,1,1,1,1,1,1,1,20100923
2010,09,24,1,3,3,3,3,3,2,3,20100924
2010,09,25,3,3,2,1,1,1,1,1,20100925
2010,09,26,1,1,2,1,2,2,2,2,20100926
2010,09,27,1,0,0,0,2,2,3,2,20100927
2010,09,28,1,1,3,2,2,2,2,1,20100928
2010,09,29,1,3,1,0,2,1,1,1,20100929
2010,09,30,0,0,0,0,1,0,0,1,20100930
2010,10,01,1,0,0,0,2,1,1,1,20101001
2010,10,02,0,0,0,0,2,1,1,1,20101002
2010,10,03,1,0,0,1,1,1,0,1,20101003
2010,10,04,0,0,0,0,2,1,1,2,20101004
2010,10,05,1,2,3,2,1,2,1,1,20101005
2010,10,06,1,0,2,2,3,2,3,1,20101006
2010,10,07,1,2,1,1,1,1,0,1,20101007
2010,10,08,3,1,1,1,0,1,0,1,20101008
2010,10,09,1,1,1,1,1,1,0,1,20101009
2010,10,10,0,0,0,0,1,0,0,1,20101010
2010,10,11,1,2,3,4,5,4,3,2,20101011
2010,10,12,3,3,3,1,2,3,2,2,20101012
2010,10,13,2,1,2,1,1,1,1,1,20101013
2010,10,14,1,0,0,0,0,0,0,1,20101014
2010,10,15,0,1,0,1,1,1,3,1,20101015
2010,10,16,1,2,1,0,1,1,3,2,20101016
2010,10,17,2,3,4,3,1,0,2,3,20101017
2010,10,18,2,0,0,1,1,1,2,3,20101018
2010,10,19,2,2,2,1,1,0,0,2,20101019
2010,10,20,2,0,0,1,2,0,1,1,20101020
2010,10,21,1,0,0,0,2,1,1,1,20101021
2010,10,22,0,1,2,1,1,2,2,3,20101022
2010,10,23,3,2,4,4,5,4,2,4,20101023
2010,10,24,3,4,2,3,3,2,4,1,20101024
2010,10,25,2,1,1,1,2,1,3,1,20101025
2010,10,26,3,2,2,2,1,2,2,2,20101026
2010,10,27,1,1,1,0,1,0,2,2,20101027
2010,10,28,0,0,0,0,1,1,1,1,20101028
2010,10,29,1,1,0,0,1,2,0,0,20101029
2010,10,30,0,0,0,1,1,2,0,0,20101030
2010,10,31,0,2,0,1,2,0,0,1,20101031
2010,11,01,0,1,1,0,1,0,0,1,20101101
2010,11,02,0,0,1,1,1,1,0,0,20101102
2010,11,03,1,1,1,1,1,1,1,1,20101103
2010,11,04,1,1,0,1,2,0,0,1,20101104
2010,11,05,0,0,1,1,1,1,0,0,20101105
2010,11,06,0,0,0,0,0,1,0,1,20101106
2010,11,07,1,0,0,0,0,0,1,0,20101107
2010,11,08,0,0,1,0,2,2,1,1,20101108
2010,11,09,1,2,1,1,0,0,0,0,20101109
2010,11,10,0,0,0,0,0,1,2,3,20101110
2010,11,11,3,1,2,3,4,3,2,4,20101111
2010,11,12,4,3,3,4,3,2,2,2,20101112
2010,11,13,2,0,1,1,2,2,3,3,20101113
2010,11,14,1,2,0,0,1,3,3,3,20101114
2010,11,15,2,3,1,2,1,1,1,3,20101115
2010,11,16,3,1,0,1,2,3,1,1,20101116
2010,11,17,1,3,1,0,1,1,0,1,20101117
2010,11,18,1,2,1,1,1,1,2,1,20101118
2010,11,19,1,1,0,0,1,1,0,0,20101119
2010,11,20,0,0,1,0,0,0,0,0,20101120
2010,11,21,1,0,0,2,1,0,0,1,20101121
2010,11,22,1,1,1,2,2,1,0,1,20101122
2010,11,23,2,1,3,1,1,3,3,2,20101123
2010,11,24,1,1,1,1,1,1,2,2,20101124
2010,11,25,1,2,1,1,1,1,1,0,20101125
2010,11,26,0,0,0,0,1,1,1,1,20101126
2010,11,27,0,0,0,0,1,1,6,4,20101127
2010,11,28,2,2,1,0,1,2,3,1,20101128
2010,11,29,0,0,1,1,1,1,1,0,20101129
2010,11,30,0,1,0,1,1,1,1,0,20101130
2010,12,01,1,0,0,0,0,0,1,1,20101201
2010,12,02,2,1,0,0,1,0,0,0,20101202
2010,12,03,0,1,0,0,0,0,0,0,20101203
2010,12,04,0,0,1,0,0,0,0,0,20101204
2010,12,05,0,0,0,0,0,0,0,1,20101205
2010,12,06,0,0,0,1,1,1,1,1,20101206
2010,12,07,1,0,1,0,2,1,1,1,20101207
2010,12,08,1,1,0,0,1,0,3,1,20101208
2010,12,09,1,1,1,0,0,0,0,1,20101209
2010,12,10,0,0,0,0,0,0,0,0,20101210
2010,12,11,0,0,0,0,0,0,0,1,20101211
2010,12,12,0,0,0,0,1,3,1,2,20101212
2010,12,13,2,2,2,0,0,0,2,2,20101213
2010,12,14,1,2,2,3,3,3,2,3,20101214
2010,12,15,3,4,1,1,1,1,1,1,20101215
2010,12,16,2,1,2,1,0,1,1,1,20101216
2010,12,17,2,1,0,0,1,1,1,1,20101217
2010,12,18,1,1,0,0,1,0,0,1,20101218
2010,12,19,1,0,0,0,0,0,0,2,20101219
2010,12,20,1,3,2,2,2,2,2,3,20101220
2010,12,21,0,1,0,0,1,0,0,0,20101221
2010,12,22,0,0,0,0,0,0,0,0,20101222
2010,12,23,0,0,0,0,0,0,0,0,20101223
2010,12,24,1,2,1,0,1,1,0,0,20101224
2010,12,25,1,2,2,1,1,2,1,1,20101225
2010,12,26,1,0,1,0,0,0,0,1,20101226
2010,12,27,1,0,0,0,0,0,0,1,20101227
2010,12,28,0,0,0,1,5,4,3,1,20101228
2010,12,29,1,0,1,0,1,1,1,0,20101229
2010,12,30,0,0,1,1,1,3,2,1,20101230
2010,12,31,1,1,1,2,1,2,0,0,20101231
2011,01,01,0,0,0,1,1,1,1,2,20110101
2011,01,02,1,1,0,0,1,1,0,1,20110102
2011,01,03,0,0,0,0,1,2,2,2,20110103
2011,01,04,1,2,1,1,1,1,1,0,20110104
2011,01,05,0,0,0,1,1,0,0,0,20110105
2011,01,06,1,1,0,0,0,1,1,5,20110106
2011,01,07,4,2,2,2,2,1,2,3,20110107
2011,01,08,2,2,1,2,2,2,1,2,20110108
2011,01,09,1,2,0,0,1,2,2,2,20110109
2011,01,10,3,1,1,1,1,0,1,1,20110110
2011,01,11,1,2,0,0,2,2,2,3,20110111
2011,01,12,2,2,1,2,1,1,1,1,20110112
2011,01,13,2,1,0,0,1,2,2,3,20110113
2011,01,14,1,2,2,1,2,3,1,2,20110114
2011,01,15,1,2,1,1,2,1,1,1,20110115
2011,01,16,1,0,0,0,2,1,1,1,20110116
2011,01,17,2,2,1,1,1,1,1,1,20110117
2011,01,18,2,0,1,0,0,1,0,2,20110118
2011,01,19,1,2,2,2,2,1,1,1,20110119
2011,01,20,0,1,1,2,2,0,0,0,20110120
2011,01,21,0,0,0,0,2,2,1,1,20110121
2011,01,22,1,1,1,0,1,0,0,0,20110122
2011,01,23,1,0,1,0,1,0,0,0,20110123
2011,01,24,0,0,1,1,0,1,1,2,20110124
2011,01,25,2,1,1,0,1,1,1,2,20110125
2011,01,26,1,1,1,0,0,1,1,1,20110126
2011,01,27,1,0,1,1,1,1,2,0,20110127
2011,01,28,2,1,0,1,0,2,2,1,20110128
2011,01,29,3,1,0,1,1,1,0,1,20110129
2011,01,30,0,0,0,0,0,0,0,1,20110130
2011,01,31,0,0,0,0,0,3,3,2,20110131
2011,02,01,2,1,2,1,1,4,3,1,20110201
2011,02,02,3,1,1,1,2,1,1,0,20110202
2011,02,03,0,0,1,0,0,0,0,1,20110203
2011,02,04,1,3,2,1,1,2,6,5,20110204
2011,02,05,4,3,3,2,1,2,3,2,20110205
2011,02,06,2,3,3,3,3,2,2,2,20110206
2011,02,07,1,0,0,1,1,1,1,1,20110207
2011,02,08,2,3,0,1,0,0,1,1,20110208
2011,02,09,0,0,0,1,0,1,0,1,20110209
2011,02,10,0,0,2,1,1,0,0,1,20110210
2011,02,11,1,1,0,0,0,1,2,2,20110211
2011,02,12,1,2,2,1,1,1,0,1,20110212
2011,02,13,0,0,1,0,0,0,1,1,20110213
2011,02,14,0,0,0,0,0,3,4,4,20110214
2011,02,15,1,1,1,1,2,1,1,2,20110215
2011,02,16,0,2,0,0,0,0,0,1,20110216
2011,02,17,0,0,0,0,0,1,1,1,20110217
2011,02,18,3,4,5,3,3,3,2,1,20110218
2011,02,19,2,2,2,1,1,1,1,1,20110219
2011,02,20,1,1,2,3,1,2,2,2,20110220
2011,02,21,2,2,1,2,2,2,2,2,20110221
2011,02,22,1,0,0,1,0,0,0,0,20110222
2011,02,23,0,0,0,0,1,2,2,2,20110223
2011,02,24,0,1,0,0,0,1,1,1,20110224
2011,02,25,0,0,0,0,1,1,1,1,20110225
2011,02,26,0,1,1,1,1,1,1,1,20110226
2011,02,27,1,0,0,0,1,1,0,1,20110227
2011,02,28,0,0,1,0,1,0,1,1,20110228
2011,03,01,2,2,2,4,5,6,5,4,20110301
2011,03,02,4,4,3,2,3,3,3,3,20110302
2011,03,03,2,2,4,2,3,2,3,3,20110303
2011,03,04,2,3,3,2,2,2,2,3,20110304
2011,03,05,1,2,0,1,1,1,2,1,20110305
2011,03,06,1,1,0,0,3,1,2,2,20110306
2011,03,07,2,1,0,2,3,2,4,3,20110307
2011,03,08,2,1,1,1,2,1,1,2,20110308
2011,03,09,2,1,1,1,1,1,2,2,20110309
2011,03,10,2,2,4,4,3,2,4,5,20110310
2011,03,11,4,5,4,2,2,5,6,6,20110311
2011,03,12,5,2,2,2,2,1,3,3,20110312
2011,03,13,1,0,0,2,1,3,3,1,20110313
2011,03,14,1,1,1,0,0,0,1,1,20110314
2011,03,15,0,0,0,0,0,0,0,0,20110315
2011,03,16,0,0,0,0,0,0,0,1,20110316
2011,03,17,0,1,0,0,0,0,3,1,20110317
2011,03,18,0,0,1,0,0,1,1,1,20110318
2011,03,19,1,0,1,1,2,2,0,1,20110319
2011,03,20,0,1,1,1,2,2,0,2,20110320
2011,03,21,1,0,1,0,0,1,1,3,20110321
2011,03,22,3,3,1,1,2,1,0,1,20110322
2011,03,23,3,2,3,2,2,3,2,2,20110323
2011,03,24,1,0,1,1,2,1,1,1,20110324
2011,03,25,0,0,0,1,2,1,1,1,20110325
2011,03,26,1,1,0,0,0,0,0,1,20110326
2011,03,27,0,0,0,0,1,1,1,1,20110327
2011,03,28,1,0,0,0,1,1,1,1,20110328
2011,03,29,0,0,0,1,1,2,1,3,20110329
2011,03,30,4,1,0,0,1,1,0,0,20110330
2011,03,31,0,0,0,1,1,1,1,1,20110331
2011,04,01,1,1,1,2,3,4,4,3,20110401
2011,04,02,4,3,3,4,3,3,3,4,20110402
2011,04,03,4,3,3,3,3,3,4,3,20110403
2011,04,04,3,2,2,1,2,2,1,1,20110404
2011,04,05,2,1,1,2,1,2,2,3,20110405
2011,04,06,3,3,1,4,6,5,3,3,20110406
2011,04,07,3,2,1,1,1,2,1,1,20110407
2011,04,08,2,0,1,1,3,2,3,3,20110408
2011,04,09,3,3,3,1,2,3,1,1,20110409
2011,04,10,2,0,0,0,1,3,2,2,20110410
2011,04,11,2,0,1,2,3,4,3,2,20110411
2011,04,12,2,2,5,4,5,4,2,3,20110412
2011,04,13,4,3,4,3,2,3,2,1,20110413
2011,04,14,1,2,2,1,1,3,2,3,20110414
2011,04,15,2,2,0,1,2,2,2,1,20110415
2011,04,16,0,1,0,1,1,1,1,1,20110416
2011,04,17,0,1,1,1,2,2,2,2,20110417
2011,04,18,1,0,3,3,4,2,1,1,20110418
2011,04,19,1,2,1,1,2,2,1,3,20110419
2011,04,20,3,5,4,3,3,3,2,1,20110420
2011,04,21,1,2,1,1,1,2,1,2,20110421
2011,04,22,3,2,0,2,2,2,2,1,20110422
2011,04,23,2,1,0,3,1,2,1,1,20110423
2011,04,24,1,1,0,1,1,2,1,3,20110424
2011,04,25,2,3,1,0,1,2,2,1,20110425
2011,04,26,0,0,1,0,1,1,1,1,20110426
2011,04,27,0,0,0,0,1,1,1,1,20110427
2011,04,28,0,0,0,1,1,2,2,1,20110428
2011,04,29,1,3,1,1,2,3,4,4,20110429
2011,04,30,4,3,3,5,4,3,4,4,20110430
2011,05,01,3,3,3,3,4,4,3,3,20110501
2011,05,02,3,5,4,3,3,3,3,3,20110502
2011,05,03,4,4,2,2,2,3,2,2,20110503
2011,05,04,2,1,2,1,1,2,1,1,20110504
2011,05,05,3,3,2,1,1,1,2,2,20110505
2011,05,06,0,1,1,1,1,1,1,2,20110506
2011,05,07,1,1,1,0,2,2,1,2,20110507
2011,05,08,1,0,0,0,1,0,1,1,20110508
2011,05,09,1,1,0,0,1,1,1,1,20110509
2011,05,10,1,1,2,2,3,3,3,2,20110510
2011,05,11,1,3,1,0,1,1,1,1,20110511
2011,05,12,1,0,1,0,1,1,0,2,20110512
2011,05,13,1,1,1,1,2,1,1,1,20110513
2011,05,14,1,1,0,0,0,1,1,2,20110514
2011,05,15,2,1,1,2,3,4,3,3,20110515
2011,05,16,2,2,3,3,4,3,2,3,20110516
2011,05,17,2,2,3,3,2,3,3,3,20110517
2011,05,18,2,2,1,1,1,2,1,2,20110518
2011,05,19,1,0,1,1,1,1,0,1,20110519
2011,05,20,1,1,0,0,0,1,1,1,20110520
2011,05,21,0,1,1,0,1,1,1,3,20110521
2011,05,22,2,2,0,0,1,1,1,1,20110522
2011,05,23,1,0,0,1,2,1,1,2,20110523
2011,05,24,2,1,1,1,2,2,1,2,20110524
2011,05,25,1,1,1,0,1,1,1,2,20110525
2011,05,26,2,2,1,0,2,2,2,2,20110526
2011,05,27,1,2,2,2,3,3,3,3,20110527
2011,05,28,4,3,6,6,6,2,2,4,20110528
2011,05,29,4,6,5,4,3,5,4,3,20110529
2011,05,30,3,2,1,3,2,2,2,3,20110530
2011,05,31,3,3,3,3,2,2,3,3,20110531
2011,06,01,3,1,3,1,2,3,3,3,20110601
2011,06,02,2,2,3,2,2,1,2,2,20110602
2011,06,03,2,1,1,0,1,1,1,2,20110603
2011,06,04,0,1,1,0,0,1,5,6,20110604
2011,06,05,6,4,4,4,3,3,2,2,20110605
2011,06,06,3,2,2,1,2,1,2,2,20110606
2011,06,07,1,0,1,1,1,2,4,3,20110607
2011,06,08,5,4,2,2,3,2,1,2,20110608
2011,06,09,3,3,2,2,2,2,3,3,20110609
2011,06,10,2,0,1,3,2,1,2,3,20110610
2011,06,11,3,4,2,2,3,2,2,2,20110611
2011,06,12,1,1,1,2,3,3,3,2,20110612
2011,06,13,2,1,2,2,2,3,3,2,20110613
2011,06,14,2,2,2,3,1,1,1,2,20110614
2011,06,15,2,2,2,2,2,2,1,3,20110615
2011,06,16,1,1,1,1,1,2,1,2,20110616
2011,06,17,4,3,1,1,3,3,2,2,20110617
2011,06,18,2,1,2,1,1,1,1,1,20110618
2011,06,19,1,0,1,1,1,1,1,1,20110619
2011,06,20,2,2,3,1,2,2,1,2,20110620
2011,06,21,2,3,2,1,3,3,2,2,20110621
2011,06,22,3,2,1,2,2,3,4,3,20110622
2011,06,23,4,4,2,3,3,3,3,3,20110623
2011,06,24,3,2,2,2,2,2,3,3,20110624
2011,06,25,2,2,2,1,1,2,2,2,20110625
2011,06,26,3,3,1,1,1,1,1,1,20110626
2011,06,27,1,2,1,1,1,1,2,2,20110627
2011,06,28,2,2,0,0,1,1,0,1,20110628
2011,06,29,0,0,0,0,0,0,1,1,20110629
2011,06,30,2,2,1,0,2,2,3,2,20110630
2011,07,01,3,4,3,2,3,3,2,1,20110701
2011,07,02,0,0,0,1,1,2,2,3,20110702
2011,07,03,3,3,1,1,2,2,1,2,20110703
2011,07,04,1,2,2,1,2,3,4,4,20110704
2011,07,05,3,5,2,1,1,2,2,2,20110705
2011,07,06,2,3,3,1,1,2,2,2,20110706
2011,07,07,3,2,1,2,1,1,2,1,20110707
2011,07,08,2,1,3,2,1,2,2,3,20110708
2011,07,09,3,4,1,2,1,3,2,4,20110709
2011,07,10,3,4,3,1,2,3,2,2,20110710
2011,07,11,3,2,3,4,2,3,3,3,20110711
2011,07,12,3,3,0,1,2,2,2,2,20110712
2011,07,13,3,2,2,1,2,2,3,2,20110713
2011,07,14,2,3,2,3,2,2,1,2,20110714
2011,07,15,1,3,1,1,1,1,1,2,20110715
2011,07,16,1,1,1,1,1,2,2,2,20110716
2011,07,17,1,2,0,1,1,1,2,2,20110717
2011,07,18,2,3,2,2,2,2,1,2,20110718
2011,07,19,1,1,2,3,3,5,4,4,20110719
2011,07,20,3,4,3,4,4,3,4,3,20110720
2011,07,21,3,3,3,1,3,2,3,3,20110721
2011,07,22,2,3,3,1,2,3,2,2,20110722
2011,07,23,3,3,2,2,1,1,2,2,20110723
2011,07,24,2,0,0,1,1,1,2,2,20110724
2011,07,25,2,3,3,2,3,2,3,2,20110725
2011,07,26,2,2,2,1,1,1,1,1,20110726
2011,07,27,1,2,0,0,1,1,0,2,20110727
2011,07,28,1,2,0,0,0,0,1,2,20110728
2011,07,29,1,1,0,0,2,2,2,1,20110729
2011,07,30,1,1,1,2,3,4,5,4,20110730
2011,07,31,3,2,2,1,1,2,2,3,20110731
2011,08,01,3,3,3,1,1,2,1,3,20110801
2011,08,02,2,1,0,0,1,1,0,1,20110802
2011,08,03,1,0,0,0,1,1,1,1,20110803
2011,08,04,1,0,0,0,1,2,1,3,20110804
2011,08,05,3,2,0,0,1,2,8,7,20110805
2011,08,06,6,5,4,4,3,3,2,3,20110806
2011,08,07,3,2,2,1,1,1,1,2,20110807
2011,08,08,3,3,2,3,3,2,2,2,20110808
2011,08,09,3,3,3,2,1,1,2,2,20110809
2011,08,10,2,2,3,2,1,0,2,1,20110810
2011,08,11,1,1,1,1,1,1,2,3,20110811
2011,08,12,1,2,1,2,1,1,2,2,20110812
2011,08,13,1,2,1,0,1,1,1,3,20110813
2011,08,14,2,2,2,2,1,2,2,3,20110814
2011,08,15,4,3,1,2,2,3,3,3,20110815
2011,08,16,2,2,2,2,3,1,2,2,20110816
2011,08,17,3,1,2,1,2,1,1,1,20110817
2011,08,18,1,0,0,0,1,1,2,1,20110818
2011,08,19,0,0,0,0,0,0,0,1,20110819
2011,08,20,1,1,0,0,2,1,2,3,20110820
2011,08,21,1,0,0,0,2,1,2,1,20110821
2011,08,22,2,0,2,0,1,2,3,3,20110822
2011,08,23,3,0,1,1,2,2,4,3,20110823
